;Scopy version,f4beeb1
;Exported on,Monday March 03/03/2025
;Device,M2K
;Nr of samples,147456
;Sample rate,10000
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V)
240,-0.7952,0.180213
241,-0.7951,0.180213
242,-0.795,0.180213
243,-0.7949,0.180213
244,-0.7948,0.180213
245,-0.7947,0.180213
246,-0.7946,0.180213
247,-0.7945,0.180213
248,-0.7944,0.180213
249,-0.7943,0.180213
250,-0.7942,0.180213
251,-0.7941,0.180213
252,-0.794,0.180213
253,-0.7939,0.180213
254,-0.7938,0.180213
255,-0.7937,0.180213
256,-0.7936,0.180213
257,-0.7935,0.180213
258,-0.7934,0.180213
259,-0.7933,0.180213
260,-0.7932,0.180213
261,-0.7931,0.180213
262,-0.793,0.180213
263,-0.7929,0.180213
264,-0.7928,0.180213
265,-0.7927,0.180213
266,-0.7926,0.180213
267,-0.7925,0.180213
268,-0.7924,0.180213
269,-0.7923,0.180213
270,-0.7922,0.180213
271,-0.7921,0.180213
272,-0.792,0.180213
273,-0.7919,0.180213
274,-0.7918,0.180213
275,-0.7917,0.180213
276,-0.7916,0.180213
277,-0.7915,0.180213
278,-0.7914,0.180213
279,-0.7913,0.180213
280,-0.7912,0.180213
281,-0.7911,0.180213
282,-0.791,0.180213
283,-0.7909,0.180213
284,-0.7908,0.180213
285,-0.7907,0.180213
286,-0.7906,0.180213
287,-0.7905,0.180213
288,-0.7904,0.180213
289,-0.7903,0.180213
290,-0.7902,0.180213
291,-0.7901,0.180213
292,-0.79,0.180213
293,-0.7899,0.180213
294,-0.7898,0.180213
295,-0.7897,0.180213
296,-0.7896,0.180213
297,-0.7895,0.180213
298,-0.7894,0.180213
299,-0.7893,0.180213
300,-0.7892,0.180213
301,-0.7891,0.180213
302,-0.789,0.180213
303,-0.7889,0.180213
304,-0.7888,0.180213
305,-0.7887,0.180213
306,-0.7886,0.180213
307,-0.7885,0.180213
308,-0.7884,0.180213
309,-0.7883,0.180213
310,-0.7882,0.180213
311,-0.7881,0.180213
312,-0.788,0.180213
313,-0.7879,0.180213
314,-0.7878,0.180213
315,-0.7877,0.180213
316,-0.7876,0.180213
317,-0.7875,0.180213
318,-0.7874,0.180213
319,-0.7873,0.180213
320,-0.7872,0.180213
321,-0.7871,0.180213
322,-0.787,0.180213
323,-0.7869,0.180213
324,-0.7868,0.180213
325,-0.7867,0.180213
326,-0.7866,0.180213
327,-0.7865,0.180213
328,-0.7864,0.180213
329,-0.7863,0.180213
330,-0.7862,0.180213
331,-0.7861,0.180213
332,-0.786,0.180213
333,-0.7859,0.180213
334,-0.7858,0.180213
335,-0.7857,0.180213
336,-0.7856,0.180213
337,-0.7855,0.180213
338,-0.7854,0.180213
339,-0.7853,0.180213
340,-0.7852,0.180213
341,-0.7851,0.180213
342,-0.785,0.180213
343,-0.7849,0.180213
344,-0.7848,0.180213
345,-0.7847,0.180213
346,-0.7846,0.180213
347,-0.7845,0.180213
348,-0.7844,0.180213
349,-0.7843,0.180213
350,-0.7842,0.180213
351,-0.7841,0.180213
352,-0.784,0.180213
353,-0.7839,0.180213
354,-0.7838,0.180213
355,-0.7837,0.180213
356,-0.7836,0.180213
357,-0.7835,0.180213
358,-0.7834,0.180213
359,-0.7833,0.180213
360,-0.7832,0.180213
361,-0.7831,0.180213
362,-0.783,0.180213
363,-0.7829,0.180213
364,-0.7828,0.180213
365,-0.7827,0.180213
366,-0.7826,0.180213
367,-0.7825,0.180213
368,-0.7824,0.180213
369,-0.7823,0.180213
370,-0.7822,0.180213
